,user,date,renderedContent
122,halojabarcom,2023-06-13 03:36:41+00:00,https://t.co/jhhjzWsLIr PSSI merespons isu Lionel #Messi  batal datang ke Indonesia hingga membuat penonton yang telah memesan tiket berencana melakukan refund atau pengembalian tiket laga Indonesia vs Argentina yang sudah dipesan. https://t.co/y9mXoHZl6d
123,yusufabualif,2023-06-13 03:36:31+00:00,"Kecewa Messi Batal Datang, Suporter Serbu Medsos Erick Thohir Minta Refund Tiket

Lionel Messi adalah magnet utama pertandingan Indonesia vs Argentina.

https://t.co/ciybb2zVE8"
124,Toto_1945,2023-06-13 03:36:12+00:00,"Kecewa Messi Batal Datang, Suporter Serbu Medsos Erick Thohir Minta Refund Tiket

Lionel Messi adalah magnet utama pertandingan Indonesia vs Argentina.

https://t.co/wizMtbRCk4"
125,manda34b,2023-06-13 03:35:54+00:00,"Kecewa Messi Batal Datang, Suporter Serbu Medsos Erick Thohir Minta Refund Tiket

Lionel Messi adalah magnet utama pertandingan Indonesia vs Argentina.

https://t.co/Ds92psi2c9"
126,tvOneNews,2023-06-13 03:04:44+00:00,5 Pemain Argentina yang Aksinya Patut Ditunggu Saat Menghadapi Timnas Indonesia setelah Lionel Messi Dikabarkan Batal ke Tanah Air https://t.co/49KvWRA1H7
127,wartatentang,2023-06-13 02:30:21+00:00,"CEK FAKTA: Masalah di China Bikin Lionel Messi Batal Bertanding Melawan Indonesia, Benarkah?

https://t.co/SA7i38PQag"
128,telisik_id,2023-06-13 02:28:56+00:00,"Lionel Messi Batal Bertanding di FIFA Matchday Lawan Indonesia, IG Erick Thohir Jadi Bulan-bulanan Warganet
https://t.co/aROse4Ex0L"
129,fajaronline,2023-06-13 02:01:57+00:00,"Setelah kabar sang mega bintang sepakbola Lionel Messi batal datang ke Indonesia, di sosial media ramai penjualan kembali tiket timnas Indonesia Vs Argentina.

https://t.co/zpkJdLdiNe"
130,Riau24Com,2023-06-13 01:57:02+00:00,2 Jurnalis Mengkonfirmasi Bahwa Lionel Messi Batal ke Indonesia  https://t.co/YgabOsjeWy
131,BolaNusantaraID,2023-06-13 01:30:00+00:00,"Media Malaysia Nyinyir Usai Lionel Messi Disebut Batal Lawan Timnas Indonesia

https://t.co/4JwIu6boF1"
132,voidotid,2023-06-13 00:15:18+00:00,Lionel Messi nyaris saja batal bermain untuk timnas Argentina pada ajang FIFA Matchday lawan Australia di China. https://t.co/xQrtJ4ybMn
133,jawapos,2023-06-13 00:12:47+00:00,Lionel Messi Batal ke Indonesia? https://t.co/6lxt9gYJ2g
134,liputan6dotcom,2023-06-13 00:02:05+00:00,"Diisukan Batal Pergi ke Indonesia, Lionel Messi Pamer Sesi Latihan dengan Argentina di Beijing https://t.co/YfnTAmchzx"
135,tribunSUPERBALL,2023-06-12 22:00:01+00:00,"Setelah kabar Lionel Messi batal datang ke Jakarta, ramai di twitter penjualan kembali tiket timnas Indonesia Vs Argentina. 🇮🇩🇦🇷

Selengkapnya 👇
https://t.co/XwStlGummy
https://t.co/XwStlGummy"
136,BolaSportcom,2023-06-12 22:00:00+00:00,"Setelah kabar Lionel Messi batal datang ke Jakarta, ramai di twitter penjualan kembali tiket timnas Indonesia Vs Argentina. 🇮🇩🇦🇷

Selengkapnya 👇
https://t.co/85yMQvJyeP
https://t.co/85yMQvJyeP"
137,OposisiCerdas,2023-06-12 16:52:12+00:00,"PSSI Buka Suara soal Rumor Lionel Messi Batal ke Indonesia, Ternyata Begini https://t.co/yCjff2q1ZP"
138,conan_idn,2023-06-12 16:42:09+00:00,"Akibat Kabar Lionel Messi Batal ke Indonesia, Erick Thohir Diserbu Warganet https://t.co/0jqNetAZAS"
139,OposisiCerdas,2023-06-12 16:34:27+00:00,"Akibat Kabar Lionel Messi Batal ke Indonesia, Erick Thohir Diserbu Warganet https://t.co/te4ISx5kQP"
140,AyoBogorCom,2023-06-12 15:32:17+00:00,"Lionel Messi Batal Main Lawan Timnas Indonesia Masih Sebatas Rumor, Valentino Simanjuntak Beri Komentar #LionelMessi #Messi𓃵 #IndonesiavsArgentina #FifaMatchDay      https://t.co/I08z1qw3Kd"
141,mapaybandungcom,2023-06-12 15:14:30+00:00,"Bukan ke Lionel Messi Langsung, Gustavo Cena Ternyata Hubungi Orang Ini Soal Messi Batal ke Indonesia https://t.co/R7U1oaIRpo"
142,MNCSportstars,2023-06-12 15:00:04+00:00,"Anggota Exco PSSI, Ahmad Riyadh menepis isu megabintang Timnas Argentina, Lionel Messi batal datang ke Indonesia. 

Riyadh memastikan Messi masih terjadwal untuk hadir dalam laga melawan Timnas Indonesia.

#Messi𓃵 #TimnasIndonesia #pssi 
https://t.co/xZJ1C8N2YW"
143,finfolkmoney,2023-06-12 14:46:05+00:00,"Isu Lionel Messi batal datang ke Indonesia untuk berlaga dalam FIFA Matchday Indonesia vs Argentina mengundang kekecewaan besar warganet.

Media Argentina menyebutkan kalau Lionel Messi gak datang ke Indonesia karena butuh liburan sebelum bergabung dengan klub barunya, Inter Miami.

Sumber lain menyebutkan kalau ia batal datang ke Indonesia karena kurang nyaman dengan situasi di Beijing. 

Kabar ini membuat banyak warganet ingin menjual kembali tiket Timnas vs Argentina.

Selengkapnya di https://t.co/QJQuHGjMcj

#lionelmessi #messi #argentina #indonesia #fifa #fifamatchday #bola #sepakbola #indonesiavsargentina"
144,narendrahabil,2023-06-12 14:09:34+00:00,Buat fans Indonesia jangan sedih walaupun Lionel Messi batal  menghadapi Timnas Indonesia
145,okezonenews,2023-06-12 14:09:19+00:00,"Exco PSSI Ahmad Riyadh Tepis Isu Lionel Messi Batal ke Indonesia. .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/UGENKkg7Yn"
146,BolaSportcom,2023-06-12 13:35:00+00:00,"Neymar memiliki peluang menyusul Cristiano Ronaldo dan Karim Benzema hijrah ke Arab Saudi setelah Lionel Messi batal gabung Al Hilal

Selengkapnya 👇
https://t.co/FUUFxtkZ7n"
147,tribunSUPERBALL,2023-06-12 13:35:00+00:00,"Neymar memiliki peluang menyusul Cristiano Ronaldo dan Karim Benzema hijrah ke Arab Saudi setelah Lionel Messi batal gabung Al Hilal

Selengkapnya 👇
https://t.co/6nRS4jl4K0"
148,VIVAbola,2023-06-12 13:21:04+00:00,"PSSI Buka Suara soal Rumor Lionel Messi Batal ke Indonesia, Ternyata Begini https://t.co/beLuzdg6pC"
149,IDNTimesSport,2023-06-12 12:53:33+00:00,PSSI Bantah Lionel Messi Batal ke Indonesia  https://t.co/yZ3Ej6Kiqu
150,Bola206_Sbobet,2023-06-12 12:46:27+00:00,"Akibat Kabar Lionel Messi Batal ke Indonesia, Erick Thohir Diserbu Warganet
http://148.72.213.162/index.php/berita-bola/akibat-kabar-lionel-messi-batal-ke-indonesia-erick-thohir-diserbu-warganet/ https://t.co/uTbQlt8ffQ"
151,StoreIDFashion,2023-06-12 12:33:12+00:00,Masyarakat Dipastikan Tetap Antusias Saksikan Laga Timnas Indonesia vs Argentina meski Lionel Messi Batal Main https://t.co/MPXJ32qi1K
152,ChovaHerman,2023-06-12 12:26:33+00:00,"Lionel Messi Dikabarkan Batal Datang ke Indonesia,Akun Instagram Erick Thohir Diserbu Warganet🤣 https://t.co/Bss3iasLNw"
153,AyoBogorCom,2023-06-12 12:15:20+00:00,"Keuntungan dan Kerugian Buat Timnas Indonesia Jika Lionel Messi Batal Main dan Argentina Pakai Pemain Lapis 2 #LionelMessi #IndonesiavsArgentina 

https://t.co/Z7zpPb75x6"
154,ChovaHerman,2023-06-12 10:07:31+00:00,Lionel Messi Batal Ke Indonesia Bikin Patah Hati🤣 https://t.co/e94IA4Si9W
155,tribunjateng,2023-06-12 09:20:42+00:00,"Exco PSSI Tepis Kabar Lionel Messi Batal ke Indonesia, Fans La Pulga Masih Bisa Bernafas Lega
 
https://t.co/TivdajO2Ya"
156,liputan6dotcom,2023-06-12 09:12:09+00:00,"Lionel Messi Dikabarkan Batal Datang ke Indonesia, Akun Instagram Erick Thohir Diserbu Warganet https://t.co/ZXDMbFcjaT"
157,Metro_TV,2023-06-12 08:12:26+00:00,"Lionel Messi @LeoMessiMedia dirumorkan batal ke Indonesia dalam rangka melakukan laga uji coba antara Timnas Argentina melawan Timnas Indonesia pada Senin, 19 Juni 2023. Meskipun belum dikonfirmasi, warganet berbondong-bondong mengungkapkan kekecewaannya di Instagram dan Twitter resmi PSSI @PSSI 

Berita selengkapnya: https://t.co/CFiW3eMFmd

Streaming 24 jam di https://t.co/ScjdcTk0E8 dan website https://t.co/voT8kbHBCh

#lionelmessi #leomessi #fifamatchday #fifamatchday2023 #pssi #erickthohir #timnasindonesia #timnasday"
158,ChaidirBanjar,2023-06-12 08:10:18+00:00,Ini Alasan Lionel Messi Batal Main di Indonesia https://t.co/GtYxC8Tj71
159,deskdiy,2023-06-12 08:10:02+00:00,"""Ini Alasan Lionel Messi Batal Main di Indonesia"" https://t.co/DAlSAEQdsH"
160,BolaNusantaraID,2023-06-12 07:34:16+00:00,"Media Argentina Bongkar Alasan Lionel Messi Batal ke Indonesia

https://t.co/5nXMcCIBvK"
161,Si_RusaMilitan,2023-06-12 07:31:56+00:00,"Messi Batal ke datang ke Indonesia?

HOAX!

Terpantau bintang Tim Nasional Argentina, Lionel Messi, sedang melakoni latihan fisik, dikawasan Asem Baris, Tebet, Jakarta Selatan pada Senin (12/6). Hal ini dilakukan Messi, guna mempersiapkan diri menghindari sleding tackle Asnawi. https://t.co/iJOCELWYGy"
162,Indometro_life,2023-06-12 07:31:12+00:00,Penyebab Lionel Messi Batal Lawan Berlaga dengan Timnas Indonesia pada 19 Juni 2023 Mendatang  https://t.co/fFSNIpLfQh
163,TRIBUNTravel,2023-06-12 07:08:44+00:00,"Viral Lionel Messi Dikabarkan Tak Datang ke Indonesia, Batal Main di Laga Argentina vs Indonesia
 
https://t.co/CUP7ydu0uV via @TribunTravel"
164,bimatrnda,2023-06-12 06:29:17+00:00,"Lionel Messi batal datang kah ke Indonesia? 
https://t.co/9J5fcrEBO2"
165,jawapos,2023-06-12 06:18:00+00:00,"Media Argentina Ungkap Alasan Lionel Messi Batal ke Indonesia, Alasannya Bikin Jengkel

https://t.co/cy43gbj5nX"
166,Prambors,2023-06-12 06:15:02+00:00,"Terungkap Alasan Lionel Messi Batal Tanding di Laga Indonesia vs Argentina
 
#PramborsNews 
https://t.co/0dDugGgKud"
167,liputan6dotcom,2023-06-12 06:04:05+00:00,4 Fakta Lionel Messi Dikabarkan Batal Bela Timnas Argentina di Indonesia https://t.co/33m9Ew5YkU
168,detikinet,2023-06-12 05:57:48+00:00,Lionel Messi santer dikabarkan batal ke Indonesia. Netizen berharap Messi datang karena tanpa kehadirannya laga Indonesia vs Argentina ibarat sayur tanpa garam...  https://t.co/Socb9iwbfX
169,detikcom,2023-06-12 05:56:00+00:00,"Lionel Messi santer dikabarkan batal ke Indonesia. Netizen berharap Messi datang karena tanpa kehadirannya laga Indonesia vs Argentina ibarat sayur tanpa garam... 

https://t.co/xp2mYwnobR"
170,pranaladotco,2023-06-12 04:40:01+00:00,"Tiket Ludes Terjual, tapi Lionel Messi Dikabarkan Batal Datang https://t.co/yc6A2Hmifj"
171,Suara_sumedang,2023-06-12 03:59:47+00:00,"Ternyata Ini Penyebab Lionel Messi Batal Berlaga dengan Timnas Indonesia pada 19 Juni 2023 Mendatang

https://t.co/2RTv2cZ4Io"
172,milenialsuaraa,2023-06-12 03:56:47+00:00,"Warganet sedih setelah muncul kabar Lionel Messi batal berlaga dalam FIFA Matchday Indonesia vs Argentina 

Kabar ini dilaporkan oleh jurnalis ESPN Argentina, Leo Paradizo

Simak berita selengkapnya⬇️
https://t.co/mpDq1pVLbW

#Warganet #FIFA #FIFAMatchDay #Argentina #LionelMessi https://t.co/n2yWMyNOc2"
173,TapanuliK,2023-06-12 03:34:05+00:00,"Sedih, Lionel Messi Dikabarkan Batal Datang ke Indonesia Dalam Laga Fifa Match Day
https://t.co/amR42DO56O"
174,pikiran_rakyat,2023-06-12 03:24:32+00:00,"Lionel Messi Batal ke Indonesia, Pilih Liburan Sebelum Gabung Inter Miami: Lionel Messi dikabarkan batal ke Indonesia karena memilih liburan sebelum bergabung dengan klub barunya, Inter Miami. https://t.co/OycB2vZkZd"
175,celebterkini,2023-06-12 03:00:05+00:00,"Lionel Messi batal ke Indonesia?
#CelebritiesDotID #InfoCelebTerkini #Messi𓃵 
https://t.co/0L6iVNMHSa"
176,XinwenMetroTV,2023-06-12 02:37:58+00:00,"Jurnalis asal Argentina, Leo Paradizo mengunggah informasi bahwa Lionel Messi batal datang ke Indonesia untuk memperkuat Argentina dalam laga FIFA Matchday yang akan berlangsung pada 19 Juni 2023 mendatang, https://t.co/ex1I3Wql9N"
177,nurulnurmala,2023-06-12 01:38:33+00:00,Telusur Fakta Benarkah Lionel Messi Batal ke Indonesia dalam Laga FIFA Matchday? Ternyata Begini! https://t.co/OO54ll923S
178,sepakbolajuara,2023-06-12 01:22:14+00:00,Media Vietnam Kasihan Lihat Timnas Indonesia yang Terancam Batal Hadapi Lionel Messi di FIFA Matchday Juni 2023 https://t.co/wHrOgFJAeg
179,okezonenews,2023-06-12 01:20:00+00:00,"Bocoran jurnalis Argentina ini terbukti akurat. Lionel Messi batal ke Indonesia!
https://t.co/77Nldv7Jhp"
180,sepakbolajuara,2023-06-12 01:19:42+00:00,"Lionel Messi Disebut Batal ke Indonesia, Cristiano Ronaldo Jadi Bahan Pembicaraan https://t.co/QQUugpkBkg"
181,sepakbolajuara,2023-06-12 01:14:02+00:00,"Batal Reuni, Barcelona Sindir Lionel Messi yang Pilih Inter Miami karena Takut Tekanan dari Kompetisi Top Eropa https://t.co/FFXpa1E0k7"
182,MedanKabar,2023-06-12 01:00:13+00:00,"bni4d - Media Vietnam Kasihan Lihat Timnas Indonesia yang Terancam Batal Hadapi Lionel Messi di FIFA Matchday Juni 2023 : Okezone Bola
https://t.co/xRRjcxbVuw
#infoslotgacor #slotgacor #slotindonesia #gameslotgacor https://t.co/GVjcLboNAK"
183,detikinet,2023-06-12 00:43:10+00:00,Lionel Messi santer dikabarkan batal ke Indonesia. Netizen berharap Messi datang karena tanpa kehadirannya laga Indonesia vs Argentina ibarat sayur tanpa garam. https://t.co/CzHEAuUz9M
184,MedanKabar,2023-06-12 00:41:33+00:00,"w88hero - Lionel Messi Batal ke Indonesia? Erick Thohir Kena Geruduk, Penonton Minta Uang Kembali
https://t.co/Cf7EuZObOy
#infoslotgacor #slotgacor #slotindonesia #gameslotgacor https://t.co/ciX60CbQFB"
185,agent_pin,2023-06-12 00:35:58+00:00,"Lionel Messi santer dikabarkan batal ke Indonesia. Netizen berharap Messi datang karena tanpa kehadirannya laga Indonesia vs Argentina ibarat sayur tanpa garam.

Kena prank deh lu pade 🤣🤣🤣 https://t.co/7yg5bmfHZQ"
186,BolaNusantaraID,2023-06-12 00:29:51+00:00,"Reaksi Media Vietnam Mengetahui Kabar Potensi Lionel Messi Batal ke Indonesia 

https://t.co/L5WqWjYNkD"
187,pikiran_rakyat,2023-06-12 00:25:05+00:00,"Kecewa Lionel Messi Batal ke Indonesia, Netizen Ramai Jual Tiket Indonesia vs Argentina: Tak sedikit netizen yang sudah membeli tiket pertandingan Timnas Indonesia vs Argentina menjual kembali dengan harga yang bervariasi. https://t.co/37UqmicOfA"
188,MedanKabar,2023-06-12 00:19:59+00:00,"slot7774d - Argentina Mainkan Pelapis Lawan Timnas Indonesia, Lionel Messi Batal Tampil?
https://t.co/93acWihJUO
#infoslotgacor #slotgacor #slotindonesia #gameslotgacor https://t.co/ymN5rJgsGa"
189,Prambors,2023-06-11 23:40:56+00:00,"Kawula Muda, Lionel Messi dikabarkan batal datang ke Indonesia.

Dia dan rekan setimnya dari Argentina tiba di Beijing, China, pada Sabtu, 10 Juni 2023 untuk duel uji coba melawan Australia.

Di twitter juga banyak banget yang ngeluh mau jual tiketnya lah karena Messi ngga jadi ke Indonesia, dll.

Ayo ngaku kawula muda, hal yang paling mengecewakan yang dateng di hidup lo seminggu atau sebulan terakhir ini apa?

TELFON 021-72800437/38
WA 08116071022

#MangkalPagiRyo"
190,MUHAMADPAH55536,2023-06-11 22:37:08+00:00,"LIONEL MESSI DIKABARKAN BATAL DATANG KE INDONESIA, BETULKAH ?? https://t.co/70x79u7ps8"
191,batamtoday,2023-06-11 17:24:49+00:00,"Lionel Messi Dikabarkan Batal ke Indonesia, Hanya Lawan Australia Saja di China https://t.co/z8Vee7KoHQ"
192,fajaronline,2023-06-11 15:29:50+00:00,"Lionel Messi Dikabarkan Batal Berkunjung ke Indonesia, Pengamat: Sangat Wajar Jika Antusias Penonton Menurun 
https://t.co/4pTreLrFl4 
#Argentina #IndonesiaVsArgentina #Messi #TimnasIndonesia"
193,kompasiana,2023-06-11 13:45:13+00:00,LIONEL MESSI BATAL DATANG KE INDONESIA UNTUK BERTANDING MELAWAN TIMNAS? https://t.co/KGCR2LKmlY
194,teman_healingid,2023-06-11 13:43:21+00:00,"Messi Batal Datang ke Indonesia? Netizen Warga +62 Demo!

Apa artinya bang Messi??

Baca berita selengkapnya:
https://t.co/kteEwcKatR

#MessiBatalkeIndonesia #messigakdatang #LionelMessi #TheGoat #LeoMessi #Lapulga #Messi #TimMessi #BeritaBola #KitaGaruda #TemanHealing https://t.co/Lfko7B5zF7"
195,tribunSUPERBALL,2023-06-11 12:50:08+00:00,"Soal Lionel Messi Batal Main Lawan Timnas Indonesia, Reaksi Media Vietnam: Jika Ini Terjadi... https://t.co/Uee82H95zS"
196,BolaSportcom,2023-06-11 12:49:55+00:00,"Soal Lionel Messi Batal Main Lawan Timnas Indonesia, Reaksi Media Vietnam: Jika Ini Terjadi... https://t.co/zYYXmMt4vN"
197,pasuruaninfo_,2023-06-11 12:22:05+00:00,"#PASURUANINFO

Lionel Messi dikabarkan batal datang ke Indonesia untuk memperkuat tim Argentina melawan Timnas Indonesia dalam laga FIFA Matchday 2023. Informasi tersebut viral di media sosial.

Selengkapnya⬇️⬇️⬇️
https://t.co/b3NzeqpEyT https://t.co/UTHVusS8MJ"
198,arahbarutoday,2023-06-11 12:14:15+00:00,"Lionel Messi Batal Ke Indonesia
https://t.co/1acG08vH9T"
199,BolaNusantaraID,2023-06-11 12:14:13+00:00,"Inikah 2 Faktor Penyebab Bintang Argentina, Lionel Messi Batal ke Indonesia?

https://t.co/ogyjKVCgZs"
200,beritalink_com,2023-06-11 11:40:59+00:00,"https://t.co/FxmEE9rHJk -  Asnawi Mangkualam Cedera saat Bela Jeonnam, Batal Kantongi Lionel Messi di https://t.co/a2vBQH5nU3 #timnasargentina #lionelmessi #jeonnamdragons #timnasindonesia #asnawimangkualam"
201,RadioElshinta,2023-06-11 10:20:45+00:00,"Lionel Messi Batal Datang Ke Indonesia?

Talk: Ketua Umum Paguyuban Suporter Timnas Indonesia (PSTI) Ignatius Indro https://t.co/pieVOVXlQc"
202,liputan6dotcom,2023-06-11 10:17:55+00:00,"Dengan santernya kabar yang menyebut Lionel Messi batal datang ke Indonesia, tak sedikit warganet yang menyuarakan cuitannya di Twitter. Ini kata mereka...
https://t.co/T772McHyFs"
203,Cariakudotcom,2023-06-11 08:42:29+00:00,"Lionel Messi Batal Lawan Timnas Indonesia?

https://t.co/n6DvGI99kx"
204,KamalJuly,2023-06-11 08:28:56+00:00,"Jurnalis Leo Paradizo Sebut Lionel Messi Batal ke Indonesia, Instagram La Pulga Digeruduk Netizen hingga Dikaitkan dengan Cristiano Ronaldo https://t.co/6PMQe1n7NG"
205,medcom_id,2023-06-11 08:16:02+00:00,"Loh kenapa ya?

Isu Lionel Messi batal masuk daftar skuad Timnas Argentina saat melawan Indonesia pada 19 Juni 2023 beredar. Seluruh unggahan Ketua Umum PSSI Erick Thohir di Instagram diserbu netizen.

#lionelmessi  https://t.co/8gCaG9Q8mg"
206,medcom_id,2023-06-11 08:13:20+00:00,"Lionel Messi dirumorkan batal ke Indonesia dalam rangka melakukan laga uji coba antara Timnas Argentina melawan Timnas Indonesia pada Senin, 19 Juni 2023. Meskipun belum dikonfirmasi, warganet berbondong-bondong mengungkapkan kekecewaannya.
 https://t.co/OuHvR1FN2t"
207,BolaNusantaraID,2023-06-11 07:30:08+00:00,"Lionel Messi Batal Lawan Timnas Indonesia, eh, Cristiano Ronaldo Ikut Dibawa-bawa, Ada Apa?

https://t.co/TzeT7ixdMC"
208,ngobrolin_apa,2023-06-11 07:09:22+00:00,Waduh!! Lionel Messi Dikabarkan Batal ke Indonesia #Messi #LionelMessi #messigakdatang https://t.co/CVtuFHpRoE
209,chatnews_id,2023-06-11 06:49:42+00:00,"Lionel #Messi batal hadir ke Indonesia dalam laga pertandingan melawan Timnas

https://t.co/iR8NEbC5a0"
210,FrankyTts,2023-06-11 06:17:45+00:00,"Ramai di twitter penjualan kembali tiket timnas Indonesia Vs Argentina setelah kabar Lionel Messi batal datang ke Jakarta
https://t.co/wzVSXcMiQd"
211,PGBET_Official,2023-06-11 06:06:31+00:00,"''Warganet ramai-ramai menyerbu Instagram Persatuan Sepak Bola Seluruh Indonesia (PSSI) buntut rumor Lionel Messi batal ke Indonesia.''
   
 Kaitan dengan angka prediksi hari ===1911===
 Adakah yg mau pasang  1️⃣9️⃣1️⃣1️⃣ di SGP,HK untuk hari ini ?
#prediksiSGP
#prediksiHK
#PGBET https://t.co/6p4UFu5wGS"
212,fahrurozy1698,2023-06-11 06:00:33+00:00,"Fakta Tasyi Lukaku #UCLfinal #WakeoneTreatRickyBetter
Gini amat fans inter miami

Lionel Messi Dirumorkan Batal Datang, Penonton Indonesia vs Argentina Ramai Jual Tiket di Twitter: Jual Rugi!

 https://t.co/QuB7Xzeubs"
213,tempodotco,2023-06-11 05:37:32+00:00,"Soal Isu Lionel Messi Batal ke Indonesia, Asisten Pelatih Nova Arianto: Tidak Masalah #TempoBola https://t.co/G6L8NBiQRR"
214,sepakcorner,2023-06-11 05:27:09+00:00,"Man City juara UCL dan Messi batal ke Indonesia?
Kumpulan berita menarik dalam seminggu terakhir
Jangan lupa follow kami untuk berita berita menarik lainnya
#mancity #manchestercity #ucl #uclfinal #intermilan #lionelmessi #messi #ronaldo #cristianoronaldo #realmadrid https://t.co/2EPdCkoVz7"
215,okezonenews,2023-06-11 05:10:26+00:00,"Lionel Messi disebut batal main di Indonesia .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/3yjEL31zYB"
216,tribunjateng,2023-06-11 04:31:41+00:00,"Lionel Messi Batal ke Indonesia, Ini Deretan Pemain Hebat Argentina yang Tetap Tampil
 
https://t.co/9xAqAhIPzW"
217,fajaronline,2023-06-11 04:28:19+00:00,"Lionel Messi Dikabarkan Batal ke Indonesia, Ramai Penjualan Kembali Tiket Laga Timnas Indonesia Vs Argentina 
https://t.co/8KAG0mtFka 
#Messi #PSSI #TimnasArgentina #TimnasIndonesia"
218,SyamsirHMSyari2,2023-06-11 04:17:27+00:00,"Lionel Messi Batal Lawan Timnas Indonesia, Promotor Pusing Penggemar Minta Refund Tiket https://t.co/zZ2YZP7RIM messi itu hanya mau main di JIS eric, takut kalah pamor sama anies ya ric makanya JIS tdk kalian gunakan utk pertandingan kelas internasional."
219,anakmiddle2,2023-06-11 04:16:02+00:00,"Rumor Lionel Messi batal ke Jakarta membuat masyarakat Indonesia kecewa, kemungkinan besar hal inilah yang menjadi alasannya
https://t.co/dc6lTUQJpE"
220,radarbogorID,2023-06-11 04:09:05+00:00,Lionel Messi Dikabarkan Batal ke Indonesia https://t.co/CFvSsyFiBs
221,anakmiddle2,2023-06-11 04:06:58+00:00,"Lionel Messi dikabarkan batal berlaga di FIFA Matchday melawan Skuad Garuda, masyarakat dibuat kecewa hingga jual lagi tiket Timnas Indonesia vs Argentina
https://t.co/2sNdWeFxRf"
222,mapaybandungcom,2023-06-11 03:48:37+00:00,"Lionel Messi Terancam Batal Main di Indonesia, Fans Kecewa: Jangan Gitu Bang Messi... https://t.co/6o3kGmQITR"
223,poskupangcom,2023-06-11 03:33:03+00:00,"FIFA Matchday 2023, Lionel Messi Bakal Batal ke Jakarta, Hanya Ikut Lawan Australia
 
https://t.co/P5d8tBNgaz lewat @tribunnews"
